충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
이천시 증포동 주민센터,경기도 이천시 증신로156번길 15  주차장,경기도,연중무휴,00:00,24:00,Y,N,,1,0,N,경기도 이천시 증신로156번길 15,경기도 이천시 증포동 182-5번지,포스코ICT,1600-4047,37.290377,127.452484,2020-07-09
이천시 창전동 행정복지센터,경기도 이천시 영창로163번길 22  주차장,경기도,연중무휴,00:00,24:00,Y,N,,1,0,N,경기도 이천시 영창로163번길 22,경기도 이천시 창전동 420-9번지,포스코ICT,1600-4047,37.282863,127.441145,2020-07-09
이천시보건소,경기도 이천시 증신로153번길 13,경기도,연중무휴,00:00,24:00,Y,N,DC차데모+AC3상+DC콤보,1,1,N,경기도 이천시 증신로153번길 13,경기도 이천시 증포동 152-2번지,한국전기차충전서비스,1522-1782,37.288981,127.452356,2020-07-09
종합운동장,경기도 이천시 부발읍 중부대로 1696,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,2,N,경기도 이천시 부발읍 중부대로 1696,경기도 이천시 부발읍 무촌리 52번지,에스트래픽,080-805-0010,37.285789,127.496666,2020-07-09
청강문화산업대학교,경기도 이천시 마장면 청강가창로 389-94 (해월리),경기도,연중무휴,00:00,24:00,Y,N,,1,0,N,경기도 이천시 마장면 청강가창로 389-94,경기도 이천시 마장면 해월리 33번지,케이티,1522-4700,37.204638,127.354176,2020-07-09
이천시 율면실내체육관,경기도 이천시 율면 고당로 109-9,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+DC콤보,0,1,N,경기도 이천시 율면 고당로 109-9,경기도 이천시 율면 고당리 425-2번지,한국전기차충전서비스,1522-1782,37.092679,127.543963,2020-07-09
한국국토정보공사 이천지사,경기도 이천시 부악로 45,경기도,연중무휴,00:00,24:00,Y,N,,3,0,N,경기도 이천시 부악로 45,경기도 이천시 중리동 487번지,대영채비,1522-2573,37.271230,127.437897,2020-07-09
웰링턴골프장,경기도 이천시 모가면 사실로725번길 119-73,경기도,연중무휴,00:00,24:00,Y,N,,3,0,N,경기도 이천시 모가면 사실로725번길 119-73,경기도 이천시 모가면 두미리 955번지,대영채비,1522-2573,37.171121,127.418970,2020-07-09
아모르컨벤션웨딩,경기도 이천시 이섭대천로 921,경기도,연중무휴,00:00,24:00,Y,N,,2,0,N,경기도 이천시 이섭대천로 921,경기도 이천시 율현동 215번지,한국전기차충전서비스,1522-1782,37.253131,127.442558,2020-07-09
덕평휴게소(강릉방향),경기도 이천시 마장면 덕이로154번길 287-76,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,3,N,경기도 이천시 마장면 덕이로154번길 287-76,경기도 이천시 마장면 각평리 319번지,한국자동차환경협회,1661-9408,37.241322,127.389808,2020-07-09
덕평휴게소(인천방향),경기도 이천시 마장면 덕이로154번길 287-76,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 마장면 덕이로154번길 287-76,경기도 이천시 마장면 각평리 319번지,한국자동차환경협회,1661-9408,37.241322,127.389808,2020-07-09
롯데마트 마장휴게소점(통영방향),"경기도 이천시 마장면 중부고속도로 82, 지하주차장 100구역",경기도,연중무휴,06:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 마장면 중부고속도로 82,경기도 이천시 마장면 목리 산13-32번지,한국자동차환경협회,1661-9408,37.262747,127.408484,2020-07-09
마장복합휴게소,경기도 이천시 마장면 중부고속도로 82,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 마장면 중부고속도로 82,경기도 이천시 마장면 목리 산13-32번지,한국자동차환경협회,1661-9408,37.262747,127.408484,2020-07-09
매곡리 덕평C.C,경기도 이천시 호법면 장자터로 115,경기도,연중무휴,00:00,24:00,Y,N,,3,0,N,경기도 이천시 호법면 장자터로 115,경기도 이천시 호법면 매곡리 704-2번지,케이티,1522-4700,37.188241,127.403343,2020-07-09
설봉공원,"경기도 이천시 경충대로2709번길 128, 제1주차장(관고동)",경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 경충대로2709번길 128,경기도 이천시 관고동 356번지,한국전력,031-630-7246,37.279456,127.427553,2020-07-09
이마트 이천점,"경기도 이천시 이섭대천로 1440-50, 옥상주차장(증포동)",경기도,"매월 2, 4주 일요일",10:00,23:00,N,Y,DC차데모+AC3상,0,1,Y,경기도 이천시 이섭대천로 1440-50,경기도 이천시 증포동 47-4번지,한국자동차환경협회,1661-9408,37.293941,127.459119,2020-07-09
조리읍행정복지센터,경기도 파주시 조리읍 봉천로 64,경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 조리읍 봉천로 64,경기도 파주시 조리읍 봉일천리 188-6번지,한국전기차충전서비스,064-742-5578,37.74476239,126.8052375,2020-03-12
웅지세무대학교,경기도 파주시 탄현면 웅지로144번길 73,경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 탄현면 웅지로144번길 73,경기도 파주시 탄현면 금승리 536-2번지,한국전기차충전서비스,064-742-5578,37.81875442,126.7357041,2020-03-12
교하출장민원실,경기도 파주시 돌단풍길 34,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 돌단풍길 34,경기도 파주시 문발동 602-6번지,한국전기차충전서비스,064-742-5578,37.72027122,126.7108018,2020-03-12
파주시 농업기술센터,경기도 파주시 통일로 600,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 통일로 600,경기도 파주시 아동동 91-6번지,한국전기차충전서비스,064-742-5578,37.76450642,126.7958113,2020-03-12
탄현면사무소,경기도 파주시 탄현면 방촌로649번길 24-7,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 탄현면 방촌로649번길 24-7,경기도 파주시 탄현면 축현리 877-1번지,한국전기차충전서비스,064-742-5578,37.80245922,126.7161227,2020-03-12
파주시 문산자유시장공영주차장,경기도 파주시 문산읍 문산로 45 지상1층주차장(문산리 8-2 지상1층주차장),경기도,없음,00:00,23:59,Y,N,AC완속,,,Y,경기도 파주시 문산읍 문산로 45,경기도 파주시 문산읍 문산리 8-2번지 지상1층주차장(8-2 지상1층주차장),지엔텔,02-890-1234,37.857699,126.7843503,2020-03-12
파주시 적성면주민센터,경기도 파주시 청송로 1013 지상1층주차장(건물뒷편)(마지리 48-1 지상1층주차장(건물뒷편)),경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 적성면 청송로 1013,경기도 파주시 적성면 마지리 48-1,지엔텔,02-890-1234,37.95428304,126.9176169,2020-03-12
파주시 금촌3동주민센터,경기도 파주시 시청로 194 지상1층주차장(아동동 291-4 지상1층주차장),경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 시청로 194,경기도 파주시 아동동 291-4번지 지상1층주차장(291-4 지상1층주차장),지엔텔,02-890-1234,37.7714159,126.778354,2020-03-12
파주시 파주스타디움,경기도 파주시 중앙로 160 지상1층주차장(보조축구장 입구방향)(금릉동 186-5 지상1층주차장(보조축구장 입구방향)),경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 중앙로 160,경기도 파주시 금릉동 186-5번지 지상1층주차장(186-5 지상1층주차장(보조축구장 입구방향)),지엔텔,02-890-1234,37.75700034,126.7841027,2020-03-12
파주시 문산행정복지센터,경기도 파주시 문산읍 통일로 1680 지상1층주차장(선유리 1402 지상1층주차장),경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 문산읍 통일로 1680,경기도 파주시 문산읍 선유리 1402번지 지상1층주차장(1402 지상1층주차장),지엔텔,02-890-1234,37.85675241,126.7910164,2020-03-12
윈모텔,경기도 파주시 파평면 청송로 618 야외주차장,경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 파평면 청송로 618,경기도 파주시 파평면 덕천리 114-5번지 야외주차장,지엔텔,02-890-1234,37.94107221,126.8769276,2020-03-12
롯데슈퍼 운정점,경기도 파주시 미래로602번길 10 3F(파주시 와동동 1304-1),경기도,"매월2, 4주 수요일",00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 미래로602번길 10,경기도 파주시 와동동 1304-1번지 3층,한국전기차충전서비스,064-742-5578,37.73104408,126.7523333,2020-03-12
홈플러스 파주문산점,"경기도 파주시 문산읍 방촌로 1759 , 옥상주차장 차량정비소 옆(당동리 880)",경기도,"매월2, 4주 수요일",10:00,22:00,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 문산읍 방촌로 1759,경기도 파주시 문산읍 당동리 880번지 옥상주차장 차량정비소 옆,환경부(한국자동차환경협회),02-3473-1221,37.86986758,126.7855332,2020-03-12
GS수퍼마켓 금촌점,경기도 파주시 황골로 39,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 황골로 39,경기도 파주시 금촌동 956-5번지,대영채비,1522-2573,37.75580521,126.7733077,2020-03-12
파주시 이마트(파주점),경기도 파주시 당하길 10  본관3층 A구역,경기도,"매월2, 4주 수요일",00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 당하길 10,경기도 파주시 당하동 195-5번지 본관3층 A구역,차지비,1600-4047,37.74696327,126.7510503,2020-03-12
파주시 이마트(파주운정점),경기도 파주시 한울로 123  본관4층 A구역,경기도,"매월2, 4주 수요일",10:00,23:00,Y,N,AC완속,,,N,경기도 파주시 한울로 123,경기도 파주시 동패동 1763번지 본관4층 A구역,차지비,1600-4047,37.71038924,126.7451031,2020-03-12
파주시 파주신세계아울렛,경기도 파주시 탄현면 필승로 200  B동 주차장 1층 주차램프,경기도,"설날, 추석 당일",10:00,22:00,Y,N,AC완속,,,N,경기도 파주시 탄현면 필승로 200,경기도 파주시 탄현면 법흥리 1790-8번지 B동 주차장 1층 주차램프,차지비,1600-4047,37.76924419,126.6965011,2020-03-12
파주시 홈플러스(파주운정점),경기도 파주시 청암로17번길 17 주차장 B2층,경기도,"매월2, 4주 수요일",10:00,24:00,Y,N,AC완속,,,N,경기도 파주시 청암로17번길 17,경기도 파주시 목동동 927번지,차지비,1600-4047,37.72956878,126.736761,2020-03-12
파주시 파주읍행정복지센터,경기도 파주시 파주읍 술이홀로 295 지상1층주차장(파주리 146-1 지상1층주차장),경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 파주읍 술이홀로 295,경기도 파주시 파주읍 파주리 146-1번지 지상1층주차장(146-1 지상1층주차장),지엔텔,02-890-1234,37.83074471,126.8199786,2020-03-12
문산자유시장 공영주차장,경기도 파주시 문산읍 문산로 45,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,Y,경기도 파주시 문산읍 문산로 45,경기도 파주시 문산읍 문산리 8-2번지,한국전기차충전서비스,064-742-5578,37.857699,126.7843503,2020-03-12
광탄면사무소,경기도 파주시 광탄면 혜음로 1044,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 광탄면 혜음로 1044,경기도 파주시 광탄면 신산리 134-1번지,한국전기차충전서비스,064-742-5578,37.77616498,126.8512215,2020-03-12
GS25 파주부흥점,경기도 파주시 광탄면 부흥로 115,경기도,없음,00:00,23:59,N,Y,DC차데모_DC콤보,,,N,경기도 파주시 광탄면 부흥로 115,경기도 파주시 광탄면 창만리 132-16번지,한국전기차충전서비스,064-742-5578,37.80709936,126.8622426,2020-03-12
파주지사 신사옥,경기도 파주시 금바위로 36,경기도,없음,00:00,23:59,N,Y,DC콤보,,,N,경기도 파주시 금바위로 36,경기도 파주시 와동동 1386번지,한국전력,061-345-3114,37.72748626,126.7589062,2020-03-12
봉일천성호아파트,"경기도 파주시 조리읍 통일로 306 (봉일천리, 성호1단지아파트)",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 조리읍 통일로 306 (봉일천리, 성호1단지아파트)",경기도 파주시 조리읍 봉일천리 125-22번지 성호1단지아파트,케이티,1588-0010,37.74349602,126.8110136,2020-03-12
책향기마을 우남퍼스트빌,"경기도 파주시 책향기로 209 (동패동, 책향기마을우남퍼스트빌아파트) 1401동~1412동",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 책향기로 209 (동패동, 책향기마을우남퍼스트빌아파트) 1401동~1412동",경기도 파주시 동패동 1711번지 책향기마을우남퍼스트빌아파트,케이티,1588-0010,37.72106097,126.7184526,2020-03-12
청석마을대원효성아파트,"경기도 파주시 청석로 300 (다율동, 청석마을대원효성아파트) 901동~924동",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 청석로 300 (다율동, 청석마을대원효성아파트) 901동~924동",경기도 파주시 다율동 986번지 청석마을대원효성아파트,케이티,1588-0010,37.73002794,126.7186728,2020-03-12
동신라메르아파트,"경기도 파주시 광탄면 큰여울길 20-21 (신산리, 동신라메르아파트) 101동~102동,상가동",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 광탄면 큰여울길 20-21,경기도 파주시 광탄면 신산리 683번지 동신라메르아파트 상가동,케이티,1588-0010,37.77999749,126.8496519,2020-03-12
산내마을11단지현대아이파크,"경기도 파주시 와석순환로 307 (목동동, 산내마을11단지현대아이파크아파트) 1101동~1110동 산내마을11단지현대아이파크",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 와석순환로 307,경기도 파주시 목동동 101번지 산내마을11단지현대아이파크 1101동~1110동,케이티,1588-0010,37.72449648,126.7392608,2020-03-12
파주시청광장 주차장,경기도 파주시 시청로 50  파주시청 주차빌딩 잎구 앞,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 시청로 50,경기도 파주시 아동동 215-1번지 파주시청 주차빌딩 잎구 앞,환경부(한국자동차환경협회),02-3473-1221,37.76004138,126.7798768,2020-03-12
파주택시쉼터,경기도 파주시 마음밭길 55-10,경기도,없음,00:00,23:59,Y,N,DC콤보,,,N,경기도 파주시 마음밭길 55-10,경기도 파주시 금촌동 378-1번지,환경부(한국자동차환경협회),02-3473-1221,37.76745635,126.7695268,2020-03-12
이마트 파주운정점,경기도 파주시 한울로 123,경기도,없음,00:00,23:59,Y,N,DC콤보,,,N,경기도 파주시 한울로 123,경기도 파주시 동패동 1763번지,환경부(한국자동차환경협회),02-3473-1221,37.71038924,126.7451031,2020-03-12
가람마을4단지한양수자인,"경기도 파주시 가람로 70 (와동동, 가람마을4단지한양수자인)",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 가람로 70 (와동동, 가람마을4단지한양수자인)",경기도 파주시 와동동 1321번지 가람마을4단지한양수자인,케이티,1588-0010,37.73465331,126.7583883,2020-03-12
가람마을5단지휴먼시아아파트,"경기도 파주시 가람로116번길 40 (와동동, 가람마을5단지아파트) 가람마을5단지아파트",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 가람로116번길 40 (와동동, 가람마을5단지아파트) 가람마을5단지아파트",경기도 파주시 와동동 1332번지 가람마을5단지아파트,케이티,1588-0010,37.73475013,126.763484,2020-03-12
가람마을8단지동문굿모닝힐,"경기도 파주시 금바위로 45 (와동동, 가람마을8단지동문굿모닝힐) 813동 지하 1층",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 금바위로 45,경기도 파주시 와동동 205번지 가람마을8단지동문굿모닝힐 813동 지하 1층,케이티,1588-0010,37.72842576,126.7583632,2020-03-12
산내마을2단센트럴리움210동,"경기도 파주시 교하로 50 (목동동, 산내마을2단지센트럴리움) 210동",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 교하로 50 (목동동, 산내마을2단지센트럴리움) 210동",경기도 파주시 목동동 907번지 산내마을2단지센트럴리움 210동,케이티,1588-0010,37.73239157,126.7308021,2020-03-12
책향기마을11단지신동아파밀리에,경기도 파주시 책향기로 420 책향기 마을 11단지 신동아 파밀리에 지하1층 B구역 b2~b3(동패동 1703 책향기 마을 11단지 신동아 파밀리에),경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 책향기로 420,경기도 파주시 동패동 1703번지 책향기 마을 11단지 신동아 파밀리에 지하1층 B구역 b2~b3(1703 책향기 마을 11단지 신동아 파밀리에),케이티,1588-0010,37.72396848,126.7181104,2020-03-12
센타프라자,경기도 파주시 청석로 272 지하3층 전기실 옆,경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 청석로 272,경기도 파주시 동패동 1695-2번지 지하3층 전기실 옆,케이티,1588-0010,37.7261336,126.7177709,2020-03-12
헤이리아트밸리,경기도 파주시 탄현면 헤이리마을길82-105,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 탄현면 헤이리마을길 82-105,경기도 파주시 탄현면 법흥리 1652-539번지,환경부(한국자동차환경협회),02-3473-1221,37.78806386,126.7037398,2020-03-12
롯데프리미엄아울렛파주점,경기도 파주시 회동길 390롯데 파주 프리미엄 아울렛,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 회동길 390,경기도 파주시 문발동 645번지 롯데 파주 프리미엄 아울렛,환경부(한국자동차환경협회),02-3473-1221,37.7178208,126.6937621,2020-03-12
마장호수관리사무소,경기도 파주시 광탄면 기산리 459-7,경기도,없음,00:00,23:59,Y,N,DC콤보,,,N,경기도 파주시 광탄면 기산로 313,경기도 파주시 광탄면 기산리 산150-1,환경부(한국자동차환경협회),02-3473-1221,37.77306538,126.927775,2020-03-12
감악산관리사무소,경기도 파주시 적성면 설마리48-3,경기도,없음,00:00,23:59,Y,N,DC콤보,,,N,,경기도 파주시 적성면 설마리48-3,환경부(한국자동차환경협회),02-3473-1221,37.940093,126.942042,2020-03-12
공릉관광지,경기도 파주시 조리읍 장곡로 218,경기도,없음,09:00,17:00,Y,N,DC콤보,,,N,경기도 파주시 조리읍 장곡로 218,경기도 파주시 조리읍 장곡리 420-6번지,환경부(한국자동차환경협회),02-3473-1221,37.75016779,126.8357329,2020-03-12
이마트 파주점,경기도 파주시 당하길 10,경기도,없음,06:00,23:00,Y,N,DC콤보,,,N,경기도 파주시 당하길 10,경기도 파주시 당하동 195-5번지,환경부(한국자동차환경협회),02-3473-1221,37.74696327,126.7510503,2020-03-12
임진각관광지 주차장,경기도 파주시 문산읍 마정리 1335,경기도,없음,00:00,23:59,Y,N,DC콤보,,,N,경기도 파주시 문산읍 임진각로 148-53,경기도 파주시 문산읍 마정리 1335,환경부(한국자동차환경협회),02-3473-1221,37.89042994,126.7403774,2020-03-12
유비파크 2주차장,경기도 파주시 와석순환로 500 2주차장,경기도,없음,00:00,23:59,Y,N,DC콤보,,,N,경기도 파주시 와석순환로 500,경기도 파주시 와동동 1412번지 2주차장,환경부(한국자동차환경협회),02-3473-1221,37.7228828,126.7600327,2020-03-12
파주 화림식자재마트,경기도 파주시 경의로 1815 마트주차장,경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 경의로 1815,경기도 파주시 아동동 305-29번지 마트주차장,이카플러그,031-778-6181,37.7682627,126.7765338,2020-03-12
파주 진웅엠에스,경기도 파주시 월롱면 엘씨디로 16 파주 진웅엠에스(덕은리 1300),경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 월롱면 엘씨디로 16,경기도 파주시 월롱면 덕은리 1300번지 파주 진웅엠에스,에버온,1661-7766,37.8107133,126.7770464,2020-03-12
파주시 운정행정복지센터,경기도 파주시 와석순환로 415 지하1층주차장(복지동)(와동동 1358 지하1층주차장(복지동)),경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 와석순환로 415,경기도 파주시 와동동 1358번지 지하1층주차장(1358 지하1층주차장(복지동)),지엔텔,02-890-1234,37.72402877,126.7513086,2020-03-12
서영대학교 파주캠퍼스,경기도 파주시 월롱면 서영로 170,경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 월롱면 서영로 170,경기도 파주시 월롱면 능산리 248-2번지,한국전기차충전서비스,064-742-5578,37.82533519,126.7738812,2020-03-12
금촌3공영주차장,경기도 파주시 금촌동 990-5,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,Y,경기도 파주시 금빛로 4,경기도 파주시 금촌동 990-5,한국전기차충전서비스,064-742-5578,37.751414,126.767760,2020-03-12
월롱역 환승주차장,경기도 파주시 월롱면 통일로 980,경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 월롱면 통일로 980,경기도 파주시 월롱면 위전리 168-3번지,한국전기차충전서비스,064-742-5578,37.79614189,126.7922046,2020-03-12
운정역 환승주차장,경기도 파주시 소리천로 155,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 소리천로 155,경기도 파주시 와동동 1472번지,한국전기차충전서비스,064-742-5578,37.72618921,126.7662336,2020-03-12
금촌2공영주차장,경기도 파주시 금촌동  987-1,경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 금빛로 28,경기도 파주시 금촌동 987-1,한국전기차충전서비스,064-742-5578,37.752531,126.767047,2020-03-12
금촌2동행정복지센터,경기도 파주시 쇠재로 115,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 쇠재로 115,경기도 파주시 금촌동 1011번지,한국전기차충전서비스,064-742-5578,37.7515853,126.7772013,2020-03-12
파평면사무소,경기도 파주시 파평면 청송로 189-21,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 파평면 청송로 189-21,경기도 파주시 파평면 금파리 287번지,한국전기차충전서비스,064-742-5578,37.92188496,126.8376036,2020-03-12
파주공원관리사업소,경기도 파주시 경의로 1180,경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 경의로 1180,경기도 파주시 와동동 1415번지,한국전기차충전서비스,064-742-5578,37.72229114,126.7615001,2020-03-12
GS25 G파주조인점,경기도 파주시 창곡동길 27,경기도,없음,00:00,23:59,N,Y,DC차데모_DC콤보,,,N,경기도 파주시 창곡동길 27,경기도 파주시 야동동 151-12번지,한국전기차충전서비스,064-742-5578,37.77308686,126.7647103,2020-03-12
요나루키,경기도 파주시 탄현면 헤이리마을길 82-138,경기도,없음,09:00,18:00,Y,N,AC완속,,,N,경기도 파주시 탄현면 헤이리마을길 82-138,경기도 파주시 탄현면 법흥리 1652-509번지,제주전기자동차서비스,064-742-5578,37.78827789,126.7028671,2020-03-12
벨리타모텔,경기도 파주시 탄현면 새오리로161번길 53-28,경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 탄현면 새오리로161번길 53-28,경기도 파주시 탄현면 성동리 124-50번지,제주전기자동차서비스,064-742-5578,37.79868679,126.6838773,2020-03-12
시크릿호텔,경기도 파주시 탄현면 엘씨디로241번길 50-3,경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 탄현면 엘씨디로241번길 50-3,경기도 파주시 탄현면 금승리 11-39번지,제주전기자동차서비스,064-742-5578,37.80971891,126.757131,2020-03-12
파주 차량등록사업소,경기도 파주시 문산읍 개포래로 48,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 문산읍 개포래로 48,경기도 파주시 문산읍 문산리 31-44번지,한국전력,061-345-3114,37.85379331,126.782839,2020-03-12
농어촌공사 파주·고양지사,경기도 파주시 중앙로 240,경기도,없음,00:00,23:59,N,Y,DC차데모_AC3상_DC콤보,,,N,경기도 파주시 중앙로 240,경기도 파주시 금촌동 778번지,한국전력,061-345-3114,37.75804011,126.7792699629,2020-03-12
금촌공영주차장,경기도 파주시 명동길 39 공영주차장,경기도,없음,09:00,18:00,N,Y,DC콤보,,,Y,경기도 파주시 명동길 39,경기도 파주시 금촌동 323-5번지 공영주차장,한국전력,061-345-3114,37.76304055,126.7726818,2020-03-12
동광모닝스카이,"경기도 파주시 파주읍 술이홀로 409-6 (연풍리, 동광모닝스카이아파트) 101동~105동",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 파주읍 술이홀로 409-6 (연풍리, 동광모닝스카이아파트) 101동~105동",경기도 파주시 파주읍 연풍리 483번지 동광모닝스카이아파트 101동~105동,케이티,1588-0010,37.83100099,126.8324687,2020-03-12
가람마을11단지 동문굿모닝힐,"경기도 파주시 가온로 256 (와동동, 가람마을11단지 동문굿모닝힐아파트) 1101동~1107동",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 가온로 256 (와동동, 가람마을11단지 동문굿모닝힐아파트) 1101동~1107동",경기도 파주시 와동동 1368번지 가람마을11단지 동문굿모닝힐아파트 1101동~1107동,케이티,1588-0010,37.72551956,126.7541621,2020-03-12
파주힐스테이트1차,"경기도 파주시 문산읍 방촌로 1744 (당동리, 파주힐스테이트1차아파트)",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 문산읍 방촌로 1744 (당동리, 파주힐스테이트1차아파트)",경기도 파주시 문산읍 당동리 935번지 파주힐스테이트1차아파트,케이티,1588-0010,37.8683553,126.7862558,2020-03-12
벽산우남연리지아파트,"경기도 파주시 해솔로 20 (목동동, 해솔마을4단지벽산우남연리지)",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 해솔로 20 (목동동, 해솔마을4단지벽산우남연리지)",경기도 파주시 목동동 667번지 해솔마을4단지벽산우남연리지,케이티,1588-0010,37.72762849,126.7510424,2020-03-12
동패동교하벽산아파트,"경기도 파주시 동패로 117 (동패동, 교하벽산아파트) 101동~106동,201동~206동",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 동패로 117 (동패동, 교하벽산아파트) 101동~106동,201동~206동",경기도 파주시 동패동 200-1번지 교하벽산아파트 201동~206동,케이티,1588-0010,37.71242074,126.7396524,2020-03-12
월드메르디앙타운하우스,"경기도 파주시 책향기로 319 (문발동, 파주교하월드메르디앙타운하우스) 월드메르디앙타운하우스",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 책향기로 319 (문발동, 파주교하월드메르디앙타운하우스) 월드메르디앙타운하우스",경기도 파주시 문발동 559번지 파주교하월드메르디앙타운하우스,케이티,1588-0010,37.72243936,126.7073134,2020-03-12
건일장미5차아파트,"경기도 파주시 황골로 18 (금촌동, 건일장미아파트) 지하1층 분전반 좌측 7~9번 기둥",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 황골로 18 (금촌동, 건일장미아파트) 지하1층 분전반 좌측 7~9번 기둥",경기도 파주시 금촌동 228-1번지 건일장미아파트 지하1층 분전반 좌측 7~9번 기둥,케이티,1588-0010,37.75446206,126.7701481,2020-03-12
가람마을8단지동문굿모닝힐804동,"경기도 파주시 금바위로 47 (와동동, 가람마을8단지동문굿모닝힐) 804동  B1",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 금바위로 47,경기도 파주시 와동동 205번지 가람마을8단지동문굿모닝힐 804동 B1,케이티,1588-0010,37.72837384,126.757651,2020-03-12
